symbol,holding_hours,arithmetic_contribution,log_return_contribution,mean_hourly_return,hourly_volatility,positive_hour_rate,worst_hour,best_hour,share_of_rank_1_hours,share_of_arithmetic_contribution
VTHOUSDT,20,-0.10324379690673102,-0.1105218253231077,-0.005162189845336551,0.026962663403086673,0.4,-0.07081174438687388,0.05794517494985518,0.0004153600132915204,-0.012748384631288504
IOUSDT,54,-0.10336956305533951,-0.10661129184532017,-0.0019142511676914723,0.01086442275772649,0.42592592592592593,-0.025615518527729364,0.021897810218977964,0.0011214720358871052,-0.012763914041132906
GALUSDT,27,-0.10342159224857084,-0.11448243572294131,-0.0038304293425396605,0.02861665857156791,0.5185185185185185,-0.08831949613512735,0.06657848324514992,0.0005607360179435526,-0.012770338525578859
OOKIUSDT,50,-0.105687234953871,-0.1184839508561083,-0.00211374469907742,0.022643343374612174,0.48,-0.06784810126582286,0.05236842105263162,0.001038400033228801,-0.013050096588625807
BSWUSDT,63,-0.10710354511268838,-0.11534686446453635,-0.0017000562716299743,0.016174796001774475,0.47619047619047616,-0.04662391006701738,0.04277537128712883,0.0013083840418682893,-0.013224980380221699
ARUSDT,8,-0.10904381021320342,-0.112395879105107,-0.013630476276650427,0.02659036333944232,0.375,-0.06995581737849776,0.008302583025830312,0.00016614400531660817,-0.01346456131902015
SXPUSDT,205,-0.10921593392553575,-0.16448256704741346,-0.0005327606532952963,0.02340994174251829,0.47804878048780486,-0.06929968915706719,0.14700049578582042,0.0042574401362380845,-0.013485814889256046
GLMRUSDT,46,-0.10972874282884004,-0.13803997356383274,-0.0023854074528008706,0.0358425021752606,0.41304347826086957,-0.08490129394482115,0.1504579860395252,0.000955328030570497,-0.013549135740847531
REUSDT,149,-0.10983057941025531,-0.15042700230594044,-0.0007371179826191631,0.023535121190505374,0.47651006711409394,-0.07297375252379579,0.12018669778296398,0.003094432099021827,-0.013561710364682705
HUMAUSDT,57,-0.11444751246727036,-0.117431524904366,-0.002007851095917024,0.010081246683087984,0.3684210526315789,-0.03335107326592168,0.01659412404787819,0.0011837760378808331,-0.01413180212991399
PYTHUSDT,25,-0.11761366615720592,-0.11928631522634554,-0.004704546646288237,0.010733215417162247,0.32,-0.022755227552275437,0.01795332136445249,0.0005192000166144005,-0.014522753898934414
MAVUSDT,36,-0.12007177804396041,-0.12462938427853172,-0.003335327167887789,0.015638270568374926,0.3888888888888889,-0.06054490413723501,0.036988110964332854,0.0007476480239247367,-0.014826277759330578
NFPUSDT,20,-0.12062354524396057,-0.12327864605664234,-0.0060311772621980285,0.015483312250461585,0.3,-0.030916899070953185,0.034377646062658807,0.0004153600132915204,-0.014894409121245577
IDUSDT,116,-0.12093548613839689,-0.13464823641894447,-0.0010425472942965249,0.015200114884305902,0.5258620689655172,-0.09934866201051551,0.038286776072326445,0.0024090880770908183,-0.014932927101246786
DYMUSDT,27,-0.12332085370025414,-0.12546472089509503,-0.0045674390259353385,0.011910578171386023,0.37037037037037035,-0.029081451708239836,0.02141700908977695,0.0005607360179435526,-0.01522746860472352
ASTERUSDT,256,-0.12381991975579887,-0.14561413962640554,-0.00048367156154608933,0.01302630041358567,0.47265625,-0.049354593773728084,0.03750000000000009,0.0053166081701314614,-0.01528909251069292
ACHUSDT,60,-0.12395757683830189,-0.128064304673468,-0.002065959613971698,0.011586642463767843,0.43333333333333335,-0.03383458646616555,0.02810548230395571,0.0012460800398745612,-0.015306090194694748
OGNUSDT,55,-0.12429248376664026,-0.1289518856352767,-0.002259863341211641,0.012922277478659,0.38181818181818183,-0.04052527534594752,0.03703703703703698,0.0011422400365516813,-0.015347443985102106
BLZUSDT,121,-0.12593251137935302,-0.1464145554936157,-0.0010407645568541572,0.018318231869816674,0.45454545454545453,-0.0762666666666667,0.05651777575205097,0.0025129280804136985,-0.015549952062480197
TURBOUSDT,66,-0.12932468905624783,-0.1369294903552591,-0.0019594649857007248,0.015116527000564125,0.45454545454545453,-0.045866469391529496,0.03184133915574949,0.0013706880438620174,-0.015968812924424206
NILUSDT,36,-0.12956230011485892,-0.13623774073613676,-0.0035989527809683034,0.019008063869401348,0.4722222222222222,-0.06249999999999989,0.03167420814479649,0.0007476480239247367,-0.01599815277106466
YFIIUSDT,22,-0.13414224607496184,-0.13977694792380665,-0.006097374821589174,0.021878146635313952,0.4090909090909091,-0.07320450304015402,0.018515328970031053,0.00045689601462067244,-0.01656367742667815
STRAXUSDT,43,-0.1365805728604108,-0.15242699817874564,-0.003176292392102577,0.027503893750722336,0.3953488372093023,-0.08260869565217388,0.11996251171508909,0.000893024028576769,-0.016864758253313752
GENIUSUSDT,15,-0.13666884040905491,-0.14039450733393216,-0.009111256027270328,0.020794413323081892,0.4,-0.052805887764489357,0.024925962487660325,0.0003115200099686403,-0.01687565739393324
WCTUSDT,48,-0.13691925167651142,-0.1419077234268645,-0.0028524844099273214,0.014239495959568154,0.4166666666666667,-0.040960140938119394,0.0400508582326764,0.000996864031899649,-0.016906577790598114
BIOUSDT,151,-0.13883675537075868,-0.17552269207646626,-0.000919448711064627,0.022261350032858125,0.4370860927152318,-0.094949494949495,0.13740920096852305,0.003135968100350979,-0.017143348186094746
MMTUSDT,63,-0.14329216115070698,-0.15516604629114772,-0.0022744787484239204,0.019222750718483162,0.5079365079365079,-0.08489483747609938,0.03862150920974461,0.0013083840418682893,-0.017693494812555593
AGIXUSDT,109,-0.14382389132575224,-0.15497169759261167,-0.0013194852415206629,0.014310821379296177,0.3853211009174312,-0.04643003333138418,0.04118875737476624,0.0022637120724387865,-0.017759152033566778
ZKPUSDT,23,-0.14384998336407306,-0.14840870554969932,-0.0062543471027857855,0.01919264993782841,0.43478260869565216,-0.04395604395604402,0.033986928104575265,0.0004776640152852485,-0.01776237383817194
RNDRUSDT,242,-0.14587359510823195,-0.16545371057105104,-0.0006027834508604625,0.012675207832295721,0.48760330578512395,-0.06633416458852859,0.03832923832923818,0.005025856160827397,-0.01801224629183843
JUPUSDT,79,-0.1465853226976782,-0.16244682140941494,-0.0018555104138946608,0.019614571862873083,0.4177215189873418,-0.12759957701797675,0.046478157805621256,0.0016406720525015057,-0.01810012931565978
ZROUSDT,126,-0.14661852677131415,-0.16427284042484844,-0.0011636391013596361,0.016683952631883787,0.4603174603174603,-0.07489277466182787,0.07184092366901873,0.0026167680837365787,-0.018104229303404506
EOSUSDT,172,-0.14763253283882838,-0.21336239735696896,-0.0008583286792955138,0.02626408858003242,0.5406976744186046,-0.2592795808071108,0.12088828489359749,0.003572096114307076,-0.018229437206972888
UNFIUSDT,134,-0.14817339022060627,-0.16929992354386292,-0.0011057715688104945,0.01785193231449546,0.4253731343283582,-0.043732631271025224,0.07842715943274614,0.002782912089053187,-0.01829622144137881
RAREUSDT,99,-0.14944399984364243,-0.1707607959483211,-0.001509535351955984,0.021147241082634056,0.3434343434343434,-0.047410358565737054,0.13883847549909256,0.002056032065793026,-0.018453114355781352
BARDUSDT,12,-0.15839174231661612,-0.16812643827026394,-0.01319931185971801,0.03773367436656234,0.16666666666666666,-0.1323172376584839,0.006559527714004698,0.00024921600797491226,-0.01955796778082764
BNXUSDT,53,-0.1603773237112811,-0.16938856724237053,-0.0030259872398354926,0.0181994715799007,0.4339622641509434,-0.060292850990525504,0.032704287284719635,0.0011007040352225292,-0.019803144305658348
ONDOUSDT,42,-0.16477650473876493,-0.16685722448793613,-0.003923250112827736,0.00923595971954811,0.2619047619047619,-0.02164948453608251,0.02457061068702293,0.0008722560279121929,-0.020346348386497168
MANAUSDT,161,-0.1667211705976852,-0.19347944667882733,-0.001035535221103635,0.01824446785921757,0.4658385093167702,-0.06771472937451162,0.0787884826143268,0.0033436481069967394,-0.02058647272414863
ETCUSDT,231,-0.16927130906630938,-0.20367115010315814,-0.0007327762297242831,0.017207499220125242,0.5064935064935064,-0.0844340844340844,0.07615230460921851,0.004797408153517061,-0.020901359884782943
VIDTUSDT,82,-0.16996920114401315,-0.18688888046405538,-0.002072795135902599,0.02033671555224011,0.3902439024390244,-0.08130718954248373,0.08002105817320349,0.0017029760544952338,-0.02098753452097667
HOOKUSDT,190,-0.17093673027027512,-0.21029734149104018,-0.0008996670014225006,0.020248511671882092,0.5,-0.08825414915592267,0.05607182233422581,0.003945920126269444,-0.02110700352360067
0GUSDT,13,-0.17236534778217139,-0.18015588396357965,-0.013258872906320876,0.03203580364081133,0.3076923076923077,-0.1061251228300032,0.011136586963642392,0.0002699840086394883,-0.02128340700815191
STORJUSDT,77,-0.17244324152572021,-0.18005531970112545,-0.0022395226172171457,0.013981070755536033,0.38961038961038963,-0.037071797278273144,0.05254831404907412,0.0015991360511723536,-0.02129302520733562
CHIPUSDT,94,-0.1755883673950528,-0.18735792922242098,-0.0018679613552665191,0.015905338710396136,0.39361702127659576,-0.03251291400790035,0.08848080133555913,0.001952192062470146,-0.021681380493535417
SOMIUSDT,106,-0.17566839858250483,-0.21146498504156372,-0.0016572490432311775,0.02623120451403462,0.44339622641509435,-0.06172741047930452,0.1299345993223544,0.0022014080704450584,-0.021691262620992035
WAVESUSDT,182,-0.17575079489642387,-0.19595566311754192,-0.0009656637082221092,0.014878712934532886,0.47802197802197804,-0.07363420427553447,0.05757341576506958,0.0037797761209528357,-0.02170143679061299
DATAUSDT,41,-0.1759959234934645,-0.18442962432110208,-0.004292583499840598,0.019979712284868282,0.34146341463414637,-0.045732925043269756,0.03736608309380718,0.0008514880272476169,-0.021731704891291472
BTCUSDT,533,-0.17882844944590226,-0.19435828561052337,-0.00033551303836004177,0.007631359505119454,0.48405253283302063,-0.035824545470688696,0.03950727188083514,0.011069344354219019,-0.022081460822414432
TFUELUSDT,94,-0.18096000443083204,-0.19763869186974825,-0.0019251064301152344,0.018826361979020278,0.4787234042553192,-0.04773016104502181,0.04955907281488692,0.001952192062470146,-0.022344661940784515
FFUSDT,83,-0.1821836775235509,-0.21931464581237653,-0.002194984066548806,0.029352174012654997,0.40963855421686746,-0.16741624598439653,0.08253258845437594,0.0017237440551598098,-0.022495759204894543
ZRXUSDT,13,-0.18304284975352747,-0.1914707360987037,-0.014080219211809806,0.03393340834282557,0.38461538461538464,-0.07697520754503862,0.04674969029145193,0.0002699840086394883,-0.02260184846527072
BERAUSDT,79,-0.18647406814653655,-0.19897443509979326,-0.0023604312423612223,0.017719385207958904,0.4050632911392405,-0.058158319870759256,0.07357357357357341,0.0016406720525015057,-0.02302553001456077
WUSDT,17,-0.19070452061822174,-0.19530207565750596,-0.011217912977542455,0.020665295928664545,0.29411764705882354,-0.054365733113673875,0.0277777777777779,0.0003530560112977924,-0.023547899753850278
BBUSDT,41,-0.20161091249930885,-0.20935590711919047,-0.004917339329251435,0.01871517562253423,0.4146341463414634,-0.08384349214799036,0.026893888962854495,0.0008514880272476169,-0.02489460418361148
BREVUSDT,59,-0.2028964397280898,-0.20887668719610752,-0.0034389227072557592,0.01380638316833606,0.3389830508474576,-0.06264815441923477,0.03139013452914785,0.0012253120392099852,-0.025053339100938272
EDENUSDT,37,-0.2039733553452746,-0.20924589053547715,-0.005512793387710125,0.016072466901007023,0.32432432432432434,-0.04920913884007028,0.03846153846153855,0.0007684160245893127,-0.025186314978566212
LINAUSDT,109,-0.20588242965857473,-0.22317360144588655,-0.001888829629895181,0.01745148754207368,0.42201834862385323,-0.1287534121929026,0.07725604592076785,0.0022637120724387865,-0.025422044527118645
UMAUSDT,91,-0.22026889422905682,-0.23095127067767784,-0.0024205372992204045,0.015251778963779735,0.3516483516483517,-0.04436450839328532,0.06722151088348283,0.0018898880604764179,-0.027198462959255498
KSMUSDT,25,-0.22900203069217318,-0.23713754956398056,-0.009160081227686927,0.023806224659180083,0.48,-0.07301069876295552,0.018276260100038577,0.0005192000166144005,-0.02827681716556113
ICPUSDT,278,-0.22949647252772554,-0.31395661080873677,-0.000825526879596135,0.025027113747188266,0.4712230215827338,-0.09104467012286066,0.21331502096284516,0.005773504184752134,-0.02833787007998577
AIUSDT,62,-0.2303383128927583,-0.24455862172782095,-0.0037151340789154563,0.02121075311974387,0.3870967741935484,-0.06345707342192974,0.06235720094489405,0.0012876160412037133,-0.028441819228439476
BELUSDT,43,-0.23257770680049472,-0.2481418281461299,-0.0054087838790812725,0.026290239017077652,0.46511627906976744,-0.086725663716814,0.03350189633375478,0.000893024028576769,-0.02871833613049199
OPGUSDT,19,-0.2360137013786613,-0.24000579455952997,-0.012421773756771648,0.016419857093679064,0.3157894736842105,-0.05490196078431375,0.010033444816053505,0.0003945920126269444,-0.029142607435750752
XVSUSDT,43,-0.24524123205231219,-0.26066977946842623,-0.005703284466332842,0.026078854340233677,0.4186046511627907,-0.0857896176902222,0.047581457386286274,0.000893024028576769,-0.03028200867581736
TUTUSDT,97,-0.24667813940314864,-0.43429418718939433,-0.002543073602094316,0.06216870961911905,0.4329896907216495,-0.17912433478471224,0.21084783413550534,0.002014496064463874,-0.030459435776881236
ARBUSDT,207,-0.2533485191522111,-0.2679400523342399,-0.0012239058896242082,0.011858715204595303,0.41545893719806765,-0.04021289178001175,0.07122507122507127,0.004298976137567237,-0.03128308396907846
ZAMAUSDT,148,-0.26339168704759086,-0.2915950326589182,-0.0017796735611323707,0.019340978332519895,0.39864864864864863,-0.11032863849765262,0.05223214285714284,0.003073664098357251,-0.03252319883392185
ATOMUSDT,329,-0.2699536333300181,-0.3093732350381099,-0.000820527760881514,0.01548154497115226,0.45288753799392095,-0.051662707838479816,0.05430387059503183,0.006832672218645511,-0.033333457829082674
TSTUSDT,62,-0.2824673329671452,-0.3159238617862419,-0.004555924725276535,0.03263211647497164,0.3225806451612903,-0.12441860465116261,0.12128922815945731,0.0012876160412037133,-0.03487863013884021
LEVERUSDT,105,-0.2896446699215718,-0.3048262071701407,-0.0027585206659197312,0.016911994729462136,0.3333333333333333,-0.05972359328726551,0.08622620380739088,0.0021806400697804824,-0.03576487662400241
VANAUSDT,26,-0.2969637241478841,-0.3015442500578792,-0.011421681697995541,0.014955325780372598,0.19230769230769232,-0.04549916560321976,0.019116146700316694,0.0005399680172789766,-0.036668622139082396
HIFIUSDT,44,-0.2970619463648134,-0.3371231233294465,-0.006751407871927578,0.03992268288151753,0.5454545454545454,-0.22446324007807417,0.038730158730158726,0.0009137920292413449,-0.036680750466771515
CHZUSDT,385,-0.3064529923690372,-0.3871834130022751,-0.0007959817983611356,0.020412837436985756,0.5012987012987012,-0.10575488224226304,0.0806076669085094,0.007995680255861767,-0.0378403423273859
BANDUSDT,31,-0.3079415990098412,-0.33249499022128215,-0.009933599968059393,0.0388680767138893,0.22580645161290322,-0.12802547770700645,0.11653813196229645,0.0006438080206018566,-0.03802415317695009
XPLUSDT,234,-0.32210570771287395,-0.3698317447934216,-0.0013765201184310853,0.020251776219568796,0.44871794871794873,-0.06899123624836834,0.08813131313131306,0.004859712155510789,-0.03977311544989678
SYNUSDT,107,-0.32741669927316464,-0.38714775822423736,-0.003059969152085651,0.0331899848930113,0.411214953271028,-0.1031690215885599,0.07851929434098115,0.0022221760711096344,-0.040428908487470536
WLDUSDT,632,-0.33145269066073735,-0.43327263884488126,-0.0005244504599062299,0.017868551744887502,0.48575949367088606,-0.13257575757575757,0.08604864616796681,0.013125376420012045,-0.04092726647234614
APEUSDT,443,-0.3466292945713413,-0.41955750542059894,-0.0007824589042242467,0.018149782880459663,0.48306997742663654,-0.10898782856916311,0.11685708168707043,0.009200224294407177,-0.04280125009020824
TAOUSDT,349,-0.34879977485911995,-0.3791777138680743,-0.000999426288994613,0.01315311868542942,0.4584527220630373,-0.06620780072107524,0.052700675168791955,0.007248032231937032,-0.04306925764487256
DYDXUSDT,180,-0.3681258758658006,-0.3945521335701965,-0.0020451437548100033,0.016975085925867647,0.4777777777777778,-0.07894736842105265,0.06038365304420368,0.0037382401196236837,-0.04545561475724096
POLYXUSDT,63,-0.3909584495798053,-0.40780213625942596,-0.0062056896758699255,0.021902225911917744,0.38095238095238093,-0.1088721804511279,0.028752642706131093,0.0013083840418682893,-0.048274945705436674
GRTUSDT,129,-0.3955366383728517,-0.4484223133154653,-0.003066175491262416,0.02831368819604709,0.37209302325581395,-0.1476810367811563,0.08951086956521737,0.0026790720857303068,-0.04884025338877513
BANKUSDT,146,-0.399468830204494,-0.6462515325247898,-0.0027360878781129724,0.05845657656267468,0.3972602739726027,-0.19852125693160816,0.26144036009002236,0.003032128097028099,-0.0493257943647533
XEMUSDT,58,-0.4076442293776047,-0.46180926073343365,-0.007028348782372495,0.040836413432126295,0.4827586206896552,-0.21833761782347905,0.03832752613240431,0.0012045440385454092,-0.050335280031648014
NXPCUSDT,55,-0.4141771670695473,-0.42363432088446634,-0.007530493946719043,0.016791035093155115,0.2727272727272727,-0.07118967988533209,0.02409761057447901,0.0011422400365516813,-0.05114195709084572
ENAUSDT,754,-0.4242252939025527,-0.5139163399212249,-0.0005626330157858789,0.015443125530065448,0.46551724137931033,-0.06180193596425909,0.07683863885839726,0.01565907250109032,-0.052382684277650415
GASUSDT,87,-0.4287891762769106,-0.49342709973726345,-0.004928611221573685,0.03779238701241249,0.4482758620689655,-0.13017144986954887,0.08829122521054078,0.001806816057818114,-0.05294622542649864
SLPUSDT,208,-0.4296983030884286,-0.47737674049420886,-0.002065857226386676,0.021416892810400493,0.38461538461538464,-0.047208821502412124,0.06447534766118834,0.004319744138231813,-0.053058483001472555
SUIUSDT,646,-0.4546877935478776,-0.49750091759475923,-0.0007038510736035256,0.011500656275293172,0.44272445820433437,-0.041975308641975406,0.04139668826493881,0.01341612842931611,-0.056144146699067546
GXSUSDT,69,-0.47214739010333295,-0.48696656584362186,-0.006842715798599028,0.019579895136511965,0.2753623188405797,-0.06135486981677907,0.05614054533362878,0.0014329920458557455,-0.05830003072372369
ENSUSDT,106,-0.475257177611654,-0.497849933920354,-0.004483558279355226,0.019776353722055686,0.44339622641509435,-0.1109570041608876,0.02901998097050429,0.0022014080704450584,-0.05868402248366901
ANCUSDT,102,-0.5039253929173068,-0.5264531430350913,-0.004940445028601047,0.020470793437507115,0.3627450980392157,-0.06718282942127696,0.08506838130230676,0.0021183360677867543,-0.06222392944523898
DEXEUSDT,116,-0.5279968846510641,-0.7295966846834393,-0.00455169728147469,0.057609465962358476,0.41379310344827586,-0.33577816223592194,0.3215369059656217,0.0024090880770908183,-0.06519624007759633
SEIUSDT,267,-0.5567246320554456,-0.5924851387734371,-0.00208511098148107,0.016257474943637107,0.42696629213483145,-0.044495412844036686,0.061152599690009746,0.005545056177441798,-0.06874349797079844
RUNEUSDT,346,-0.5897145486987658,-0.642595244574132,-0.001704377308377936,0.01731704825385838,0.43641618497109824,-0.1018675721561969,0.07874682472480954,0.007185728229943304,-0.0728170419407391
XLMUSDT,208,-0.5939074045456523,-0.626526489953115,-0.002855324060315636,0.017371304153474723,0.41346153846153844,-0.08388029814217368,0.0591166477916194,0.004319744138231813,-0.07333476930684849
ACTUSDT,98,-0.5952280614569021,-0.6592243283272718,-0.006073755729152063,0.033090985790416215,0.41836734693877553,-0.2738301559792028,0.03597122302158273,0.00203526406512845,-0.07349784198312552
SENTUSDT,108,-0.6232778276777294,-0.6499474078648575,-0.005771090997016014,0.021286568649482494,0.37037037037037035,-0.0946014127144299,0.08126934984520129,0.0022429440717742105,-0.0769613838066006
XRPUSDT,1117,-0.6367635084161481,-0.7254260171627092,-0.0005700658087879572,0.012605265403040983,0.4852282900626679,-0.08509354254677126,0.1422391595426924,0.023197856742331414,-0.07862657484198485
OPUSDT,584,-0.9544959254670569,-1.037690607984947,-0.001634410831279207,0.016797015663755823,0.4674657534246575,-0.08833151581243193,0.12398246712586092,0.012128512388112396,-0.11785968311340174
